,01 vs 02,01 vs 18,04 vs 18,00 vs 02,04 vs 08,08 vs 18,01 vs 08,02 vs 18,02 vs 04,00 vs 01,00 vs 08,02 vs 08,01 vs 04,00 vs 18,00 vs 04
GAPDH,-0.0021645995,0.09087718,-0.010524171,0.12215079,-0.015929941,-0.0025661485,0.09868419,0.087408565,0.10486981,0.1270045,0.20452468,0.087958336,0.10969731,0.2069531,0.22023147
AC009120.2,0.18499906,-0.15702097,-0.112044714,0.06795681,-0.03419744,-0.08158969,-0.11843473,-0.31452274,-0.23677085,-0.10829203,-0.19359586,-0.265285,-0.08433543,-0.28119233,-0.15646034
WTIP,0.1150244,0.50858045,0.33378235,0.03234628,0.18904193,0.1410898,0.3459195,0.41340372,0.074099496,-0.09319287,0.28994718,0.27189317,0.15560478,0.42061874,0.117196634
AC093323.1,-0.20588975,-0.39797324,-0.028497735,-0.4041403,-0.079489484,0.056582507,-0.45134977,-0.19157642,-0.16326831,-0.20126596,-0.6549288,-0.24171731,-0.37028557,-0.6066646,-0.5740058
HES1,0.013148968,0.42056924,0.27378532,0.021911364,0.15249304,0.118890084,0.2979845,0.40460435,0.1292836,0.010074768,0.30197084,0.2760427,0.14131142,0.41824126,0.15341878
AC106707.1,0.04178448,0.35194418,0.2006608,-0.09793845,0.15351994,0.048006985,0.29208684,0.29289955,0.09542953,-0.13937604,0.17271015,0.22682847,0.14524344,0.2283867,0.015206225
SERPINA11,-0.26628968,-1.0251148,-1.5332931,0.71114516,-0.52918637,-0.98221534,0.05571703,-0.8126846,0.7091036,0.9323083,0.9402287,0.24455869,0.54269797,-0.05703264,1.4399585
SUN3,-0.14991616,-0.32619998,-0.5282581,0.27575082,-0.23598562,-0.3035067,-0.035226103,-0.24376014,0.30387545,0.41034156,0.35617375,0.07823879,0.22315677,0.09933577,0.5776623
AL049780.1,-0.0074562943,-0.70232075,-0.48679,-0.07711275,-0.3774163,-0.062299445,-0.65151596,-0.73071223,-0.2360356,-0.048973575,-0.6898195,-0.61329216,-0.22870603,-0.7419172,-0.3051085
ZNF620,-0.14718139,0.21131745,0.49050567,-0.47681513,0.26263955,0.23102124,-0.042458296,0.3870719,-0.11259109,-0.34505188,-0.3473403,0.15593594,-0.2806805,-0.12254358,-0.5907545
KAT2B,-0.115190305,0.26775247,0.3750165,-0.3309112,0.2509214,0.12932143,0.15364364,0.4220926,0.036714327,-0.22199415,-0.044223532,0.28654093,-0.08322787,0.08831317,-0.2815068
DPYSL4,-0.02899431,0.9233245,0.69916004,-0.0155985,0.40434322,0.27242482,0.62925017,0.9643174,0.2600336,-0.0032478143,0.6582299,0.6654882,0.24074912,0.9443261,0.27279449
SLC25A25-AS1,0.09232351,-0.1816136,-0.0657631,0.014178677,-0.11587992,0.065519474,-0.25067997,-0.26390314,-0.2197991,-0.071378626,-0.31710905,-0.32592422,-0.14260702,-0.24589585,-0.19331093
EIF2AK3,0.10505768,-0.36439088,-0.30176565,0.028455442,-0.14641556,-0.1359964,-0.21570562,-0.4626063,-0.19064248,-0.074018374,-0.2879024,-0.3354187,-0.08722423,-0.41467988,-0.13616847
NCAPD2,0.057842847,0.4085898,0.3327908,0.07228625,0.25691825,0.054177064,0.30339426,0.31667507,-0.004344125,0.029874356,0.34863442,0.232494,0.07706291,0.44664967,0.09074407
BUD31,-0.08055752,0.09970216,-0.050390802,0.12960774,-0.039794948,-0.019668212,0.1317064,0.16867329,0.24191052,0.21048176,0.3299281,0.20773667,0.18708631,0.30140743,0.36395594
TECR,-0.36451367,0.06590418,0.13166367,-0.27535996,-0.06494396,0.1797933,-0.09110039,0.413154,0.32837102,0.080827825,-0.027238062,0.26942974,0.01700438,0.14533573,0.026692867
PXDN,0.2061179,0.09866217,-0.008103183,0.03952164,0.06080832,-0.07017498,0.16003256,-0.06852711,-0.09567958,-0.17534183,0.01847187,-0.019445045,0.07416158,-0.07099783,-0.038365543
PAPLN,-0.82270324,-2.3385632,-0.5527235,-1.9316155,-0.4231194,-0.090665095,-2.2989757,-1.5124754,-0.9576792,-1.1504866,-3.326832,-1.3301502,-1.809011,-3.4789581,-2.8964329
XRCC6P1,-0.017004162,0.72511566,0.31772667,0.37101322,-0.0765371,0.4079851,0.34829476,0.7499536,0.47309345,0.39939213,0.7122537,0.41141903,0.47345278,1.1284989,0.8144049
HIST1H4C,0.31267104,0.86560565,0.707142,0.07044428,0.5074922,0.14012973,0.6179975,0.5525901,-0.18488862,-0.24725743,0.44128013,0.2987968,0.12151078,0.64051855,-0.053797297
SLC5A5,-0.1448483,0.41535985,0.45260072,-0.21720782,0.2413269,0.18821803,0.19089583,0.5522659,0.111718275,-0.084788844,0.122000515,0.33446854,-0.0260144,0.3205625,-0.10742301
FOXN3,0.13145187,0.31208956,0.29070434,-0.1272575,0.19967148,0.10633728,0.21790837,0.21592827,-0.11612554,-0.26623303,-0.026339013,0.08038351,-0.00909404,0.07816926,-0.2195784
TMTC1,-0.20409851,0.12834807,0.37171394,-0.29457316,-0.03741628,0.45073822,-0.39034763,0.27063388,-0.05069719,-0.07072189,-0.43391284,-0.13247305,-0.24455667,-0.0023575523,-0.37548015
TMEM63C,-0.7487343,-2.596942,-1.0365101,-1.627279,-0.7004357,-0.32094365,-2.2811322,-1.8640924,-0.8472038,-0.91752005,-3.164816,-1.5059078,-1.587253,-3.501707,-2.4875212
AP001999.1,-0.06349762,0.58970267,0.54957503,-0.23931402,0.29776108,0.23135237,0.31382018,0.6433624,0.108664475,-0.18831407,0.15430446,0.38239694,0.040642902,0.40865678,-0.13025379
SH3D19,0.083965294,0.120715626,0.15328033,-0.04901644,0.14494902,0.0142191425,0.1053735,0.065936364,-0.124506496,-0.13821869,-0.025682172,0.020281421,-0.0597301,-0.00040369778,-0.15980028
PALLD,0.01457964,0.35630566,0.27356726,-0.03764763,0.14212748,0.13965479,0.24997544,0.36839464,0.07698925,-0.058992974,0.17918018,0.21808074,0.08265375,0.32141262,0.044460624
MMP25-AS1,-0.023179619,-0.15670347,-0.07115543,-0.09217031,-0.038183916,-0.028461374,-0.13631167,-0.13066554,-0.06803868,-0.07448269,-0.18850145,-0.08925722,-0.09644279,-0.2204854,-0.14488332
AL158206.1,-0.05122989,0.5491179,0.70750874,-0.29709908,0.35868713,0.3416463,0.21542488,0.65675175,-0.09312833,-0.25310248,-0.0395284,0.25510767,-0.16364591,0.32507116,-0.37853485
AC097358.2,-0.30630207,0.189566,0.24870396,-0.17924058,-0.030936735,0.29183277,-0.06849244,0.5001162,0.2941905,0.12244494,0.03559356,0.26771924,0.019186815,0.3295084,0.0831023
SAMD9,0.1517295,-0.3996931,-0.16495824,-0.17257035,-0.2582366,0.15419315,-0.5418857,-0.5483372,-0.39428774,-0.30220884,-0.8143782,-0.63235176,-0.26847485,-0.6327695,-0.53605014
LINC00871,-0.22386011,-0.008182491,0.3834624,-0.30536327,0.020251669,0.4022879,-0.42703038,0.21831182,-0.16319644,-0.06797706,-0.4630204,-0.15795052,-0.36975902,-0.0872623,-0.4546706
ZNF574,0.19703253,0.20226558,-0.10862648,0.37428898,-0.011620218,-0.09658206,0.2850498,-0.008497897,0.10784377,0.19285329,0.4829774,0.097662084,0.2999715,0.38642988,0.49558038
WFS1,0.028045386,0.08911418,0.053236652,0.016236218,0.07079012,-0.022375189,0.09456992,0.06434615,0.015743375,-0.008362922,0.09594311,0.084744014,0.03666749,0.073412344,0.029816564
OSBPL9,-0.043357685,-0.37400502,-0.2662274,-0.103371434,-0.1430633,-0.11662035,-0.25378177,-0.3318453,-0.06627091,-0.060909376,-0.30915242,-0.20757131,-0.10922675,-0.4378429,-0.17050853
ERRFI1,-0.3690521,-0.8537298,-0.07839498,-0.9057181,-0.1655876,0.09671014,-0.9532793,-0.4747553,-0.39258832,-0.54405147,-1.4752458,-0.55664563,-0.7664002,-1.3895909,-1.3079038
SRD5A1,-0.21371216,-1.2132065,-0.6331007,-0.54267484,-0.37072325,-0.2536129,-0.95925206,-0.9936992,-0.3706625,-0.34229866,-1.2764075,-0.7189172,-0.58985704,-1.5579745,-0.91853184
HAPLN1,0.3496093,1.7423358,0.8740375,0.62153816,0.45372847,0.43283656,1.3548005,1.4404088,0.53235334,0.2766736,1.6142799,0.96848214,0.88570887,2.0740194,1.1811175
ZNF296,-0.017439932,-0.3189825,-0.6393222,0.42065936,-0.24709073,-0.38999355,0.08662983,-0.32220253,0.32640946,0.4426981,0.5118889,0.08883434,0.35184312,0.11087866,0.7407655
PARP1,0.051984027,-0.0029374636,-0.032062598,-0.009608509,0.019033058,-0.05080987,0.04524763,-0.051858827,-0.024400892,-0.061707802,-0.01141472,-0.0046493774,0.021176182,-0.06499789,-0.030772772
HMGB3P22,-0.20456007,1.8264481,1.4608353,0.12707311,0.69632035,0.76281285,1.1085538,2.0669713,0.6193207,0.30687267,1.3815973,1.2990906,0.42764878,2.155543,0.7370816
BCORL1,0.31827164,0.4457571,-0.0058432054,0.41556016,0.102531984,-0.09893682,0.5371511,0.14171779,0.13013819,0.10377803,0.66383797,0.23469988,0.4268978,0.5608312,0.56386936
GPR162,0.08085327,-0.7501846,-0.64811116,0.16793498,-0.39961442,-0.22660713,-0.5371224,-0.8299585,-0.20909536,0.08674751,-0.43107218,-0.57431406,-0.12720928,-0.6463714,-0.028844293
AL359715.2,0.26024804,-0.6511147,-0.89341044,0.4213937,-0.45588365,-0.41381177,-0.26000604,-0.94658196,-0.07362615,0.16029787,-0.08523365,-0.51676023,0.17858215,-0.5085881,0.36140844
AC040160.1,-0.28516522,-0.46096557,0.26910067,-0.9711116,-0.1645794,0.5062126,-0.96013075,-0.1327179,-0.40781432,-0.68939096,-1.5984303,-0.56754905,-0.743843,-1.1580068,-1.4030689
AP001469.3,-0.035626374,-0.49019766,0.182429,-0.8706789,0.15723467,0.051699236,-0.5832467,-0.40481758,-0.65974426,-0.83664405,-1.350559,-0.5250818,-0.73474324,-1.2908787,-1.4998606
RECQL,0.023456352,0.10017321,0.114352755,-0.06036258,0.13376372,-0.021879712,0.12140969,0.08826779,-0.04683684,-0.09250739,0.03661477,0.08268138,-0.0271935,0.020026876,-0.09516751
DST,0.17312457,0.77315104,0.57608104,0.15894634,0.33845854,0.23929976,0.5126085,0.59865266,0.011674002,0.0021707544,0.5192561,0.31913278,0.18484804,0.7864131,0.19232573
TSPYL2,-0.28379506,-1.3497133,-0.691721,-0.55175877,-0.45389888,-0.2210194,-1.1248136,-1.0933467,-0.40778527,-0.27658066,-1.4105994,-0.8487939,-0.68075526,-1.6310179,-0.96656024
LNX1,0.09564473,0.06730968,-0.10361958,0.18675411,0.003034185,-0.08825091,0.17324106,-0.02233551,0.06565379,0.09701026,0.25578657,0.06322171,0.16026631,0.17118235,0.25929496
GOLGA8B,0.18477371,0.23148257,0.23679854,0.14436018,0.07053142,0.16522631,0.03236798,0.052700933,-0.20578313,-0.02858002,0.011640074,-0.14292501,-0.038469035,0.19767709,-0.037067194
KRCC1,0.0015272733,0.30840895,0.21449575,-0.0073256576,0.091848135,0.12755974,0.20057327,0.3353405,0.12191925,-0.011202152,0.19319467,0.21936284,0.11228031,0.30598685,0.11391504
ZNF674-AS1,-0.1790587,-0.09156058,0.04451937,-0.24585803,-0.07214348,0.122857876,-0.19891164,0.10507131,0.08368607,-0.063805364,-0.25281364,0.01697451,-0.08905458,-0.15606591,-0.18047497
PARD6A,-0.34139717,-0.70415604,-0.33405885,-0.41100132,-0.19185424,-0.16127294,-0.55175024,-0.38355017,-0.03280355,-0.09123135,-0.6378785,-0.20185846,-0.35476837,-0.81310695,-0.45636034
KLK4,-0.21617785,1.8102517,1.2439035,0.37041724,0.58279794,0.69464046,1.1630582,2.017298,0.844778,0.6093568,1.779463,1.408003,0.7006309,2.4643345,1.2368144
KIRREL1,0.2252328,1.0287412,0.8576316,0.2023437,0.39222607,0.46472755,0.47016957,0.7761437,-0.06931808,-0.022570051,0.49442017,0.29512423,0.10825998,0.97483015,0.14563717
ZNF610,-0.053000055,0.06226219,-0.03628345,0.065222,0.07820933,-0.11027684,0.1719555,0.13513707,0.18451838,0.13101038,0.3259213,0.27488512,0.1426567,0.20139231,0.24944888
SLC5A3,0.0184869,-0.120190345,0.13924605,-0.34759563,0.030147169,0.1333277,-0.24562134,-0.11858245,-0.28351492,-0.3613368,-0.58870137,-0.26199463,-0.28484717,-0.44710478,-0.61029077
LTK,-0.047611427,-1.3445337,-0.9100865,-0.3137756,-0.5237066,-0.35566846,-1.0274272,-1.2925023,-0.39910924,-0.26292178,-1.2336667,-0.89304805,-0.47794193,-1.6308974,-0.7168417
PSMB10,-0.20568599,-0.4331233,-0.34477872,0.06957387,-0.3428182,0.001795182,-0.50003684,-0.3585464,0.029689148,0.2867186,-0.21877368,-0.34769103,-0.08936707,-0.16492236,0.11700549
ZBTB7A,0.3400157,0.06411336,-0.19725797,0.35814613,-0.025228493,-0.15534693,0.22839417,-0.24618466,-0.096294574,0.023256069,0.25498697,-0.11904974,0.21575625,0.09221165,0.28314915
KRT19P1,-0.6565505,-0.1292099,0.16346279,-0.45803818,-0.19765215,0.3409616,-0.41172963,0.50653034,0.40913227,0.1829232,-0.28913727,0.22549893,-0.17077696,0.044621702,-0.09281005
BMPER,-0.18417774,0.20371984,0.4538504,-0.57119477,0.124905005,0.35951334,-0.10678777,0.37752217,-0.08314968,-0.40688208,-0.5208231,0.03887623,-0.25587007,-0.12443955,-0.63115615
AC007458.1,-0.5094574,-0.299979,-0.5096403,0.30349255,-0.33108413,-0.17562965,-0.044427734,0.16937341,0.7115312,0.775677,0.6475164,0.41585082,0.28603116,0.46672806,0.9791347
LINC01569,-0.079028055,0.012704402,0.023772333,-0.038606808,-0.081410386,0.11646885,-0.08099343,0.101095274,0.08154744,0.039698955,-0.047378853,0.014779573,0.009704048,0.055089075,0.038441423
FAM102B,-0.09607314,0.4896398,0.6420759,-0.417802,0.24807939,0.4100227,0.0945198,0.6059029,-0.05709987,-0.3243834,-0.21795076,0.16951697,-0.13827923,0.20453608,-0.45641539
RAP2C,0.05270822,0.26592624,0.15085876,0.06309977,0.076921664,0.07145157,0.19428048,0.22203149,0.06846867,0.014240326,0.21353279,0.14378722,0.11954615,0.2787093,0.13556284
KCNB1,-0.9302835,-2.3683589,-0.48324853,-2.2328136,-0.51615524,0.101035245,-2.4287105,-1.4158378,-0.94706094,-1.3500369,-3.7110934,-1.4146442,-1.8967785,-3.6444871,-3.1793866
BMP7,-0.61196816,-0.22420003,0.3165531,-0.39518502,-0.10192722,0.45655146,-0.68619335,0.3048031,0.08279419,0.21384795,-0.49435526,-0.015339557,-0.4909335,-0.03177053,-0.34558988
DSG2,0.033411454,-0.07719845,0.03651637,-0.22138217,0.043865733,-0.0008764864,-0.08642001,-0.08974502,-0.1441781,-0.25592273,-0.30646974,-0.10470124,-0.123992935,-0.32512403,-0.3523076
SPC25,-0.22836085,0.43585414,0.30541778,0.106254175,0.25834078,-0.02641805,0.3958437,0.6015052,0.34905446,0.33108693,0.73752356,0.60194635,0.20050742,0.7667885,0.460622
CLDN3,0.03055236,0.16807747,-0.064593084,0.31083876,-0.032481633,-0.03803632,0.22238457,0.1277445,0.19598347,0.28343946,0.47424936,0.16599892,0.24020343,0.44050893,0.50713384
AC006509.1,-0.023879731,0.19951023,-0.033239774,-0.017558945,0.058620013,-0.10565172,0.29593444,0.21981248,0.25695035,-0.009887621,0.30497196,0.3109515,0.25063366,0.18483292,0.24197108
SLC22A31,-0.27771783,1.1721362,1.3379816,-0.26358688,0.41650236,0.9458829,0.26070985,1.4959377,0.16503842,0.00016189461,0.23437767,0.5697581,-0.1287855,1.177455,-0.1207624
RPSAP49,-0.1983136,0.69727105,0.55182797,0.30421937,-0.018458668,0.5739064,0.13581169,0.86479044,0.36686832,0.5136666,0.60593843,0.3500216,0.2159895,1.2101438,0.661291
FRY-AS1,-0.15319481,0.38442883,0.37099445,0.103908874,-0.01913316,0.41788253,0.01909863,0.5569365,0.20617175,0.25095004,0.22878201,0.20712629,0.03839899,0.6372927,0.2894115
NKPD1,-0.48359782,-1.8820602,-0.93475986,-0.85395664,-0.65120924,-0.25254408,-1.6187985,-1.3771955,-0.42667797,-0.3731067,-1.9512401,-1.0362562,-0.9005084,-2.246118,-1.3081305
LRIG3,-0.20048319,0.10202552,0.4810187,-0.63707304,0.22021765,0.25238222,-0.18786786,0.3147813,-0.1716109,-0.45269418,-0.6053383,0.032009114,-0.38954228,-0.3729355,-0.811559
CDKN1A,-0.38390246,-0.8469408,-0.037648454,-0.82984763,-0.09344555,0.052891664,-0.9398795,-0.4896914,-0.43633443,-0.45795938,-1.3668815,-0.52149403,-0.8148916,-1.3067964,-1.2716472
VAV3,0.047644407,0.2245589,0.09508886,0.06505056,0.04576352,0.052616674,0.18638203,0.19024615,0.08795338,0.018456772,0.20018514,0.1319714,0.13373,0.24451375,0.15544564
MXD3,0.0011697786,0.3780287,0.17305651,0.25668517,0.18677624,-0.054725513,0.3729959,0.31118238,0.17637381,0.2663305,0.6497258,0.35810378,0.22690332,0.6515512,0.45422906
AC008158.1,-0.40155736,0.60320497,0.79724264,-0.6720096,0.42078975,0.34313095,0.26363212,1.0773531,0.26470008,-0.3119671,-0.031086026,0.6958788,-0.14034031,0.2907756,-0.44171402
AL133216.2,0.0014292838,-0.01238363,-0.12840119,0.09316441,0.0017245163,-0.12842005,0.11113943,-0.028936764,0.10446322,0.09281636,0.19570597,0.096658945,0.11320486,0.07448279,0.19941956
AC114491.1,-0.2947173,0.22028084,0.1578572,-0.1111249,0.0057940246,0.14791022,0.118822865,0.50656784,0.3827582,0.17347214,0.2524301,0.3898528,0.13030766,0.39636466,0.24743733
LCE3D,-0.28309414,-3.647266,-2.5159788,-0.59824103,-1.2390145,-1.1843518,-2.4207146,-3.376718,-0.96015763,-0.350544,-2.731071,-2.1112177,-1.2503395,-3.9456441,-1.5164263
GEM,0.22051047,1.672498,0.9719044,0.38699183,0.719956,0.23408855,1.3663584,1.4567398,0.5219713,0.17282741,1.601502,1.214681,0.7329426,1.8304906,0.9000524
FBXO46,0.11213302,0.2469582,0.26136747,-0.008852063,0.09266133,0.17147613,0.057577647,0.14501871,-0.123917066,-0.11158599,-0.042604793,-0.037178524,-0.035731986,0.12918535,-0.12020841
DCLRE1C,0.29323643,0.38314134,0.3467729,0.09768469,0.30608463,0.024196334,0.31506217,0.11355361,-0.2836492,-0.19045776,0.14786796,0.004192634,-0.017577374,0.22141762,-0.14373276
SLC29A1,0.13406561,0.5587982,0.2637542,0.25067654,0.25110328,-0.009300526,0.54427254,0.41903964,0.15660131,0.11796571,0.6665829,0.40414232,0.28769466,0.6771597,0.42067748
SMARCA1,0.032794185,0.1598274,0.0007631504,0.07276021,0.0369522,-0.016937455,0.21310088,0.13532625,0.12349557,0.03357233,0.23430952,0.16440889,0.16254474,0.22451286,0.20411187
RNF223,0.11369802,0.25621918,-0.08884032,0.35935065,-0.05644779,-0.021670718,0.28131256,0.12319657,0.22427899,0.25522718,0.5283584,0.15689358,0.3513957,0.49660927,0.5888138
AC105020.5,-0.077378415,-0.64874417,-0.029620823,-0.5507847,-0.056374196,0.08559355,-0.748719,-0.5554354,-0.5821595,-0.4748659,-1.176895,-0.6433174,-0.68627965,-1.081434,-1.1002362
PSME2,-0.23703557,0.2136565,0.05792529,0.055124022,-0.046868607,0.08517092,0.15784474,0.44497794,0.4307436,0.2927251,0.4221808,0.3935975,0.2441614,0.49999145,0.45814732
TMEM183A,-0.09298711,0.3702388,0.4199986,-0.24690689,0.25977924,0.16198307,0.21892393,0.4832002,0.058222204,-0.15771508,0.06702957,0.31242818,-0.039104875,0.23199993,-0.18160257
NORAD,0.012596584,0.034430757,0.070944205,-0.034590527,0.0069712126,0.06973967,-0.024369482,0.032868117,-0.052856635,-0.04594644,-0.07587407,-0.05010536,-0.041719764,-0.004853727,-0.08145731
AL391684.1,0.010385483,0.6916761,0.72547644,-0.0765023,0.21162048,0.52870274,0.16368854,0.6918004,-0.03176441,-0.068599865,0.0912754,0.16339223,-0.025993982,0.6385583,-0.09564391
SGK1,-1.1273186,-2.059221,-0.0804137,-2.297756,-0.3817512,0.32281756,-2.395831,-0.9451625,-0.8226531,-1.1916286,-3.552967,-1.2015551,-1.9343283,-3.256972,-3.1628747
KCNIP3,-0.20232181,0.43522784,0.6385921,-0.4922067,0.1901071,0.46406797,-0.013831163,0.6527687,0.032175492,-0.30306494,-0.2994651,0.24011362,-0.18155308,0.17292142,-0.46199703
RAPGEF4,-0.061429277,0.8709882,0.45556962,0.33791417,0.21120188,0.23012629,0.6511904,0.9301749,0.4780636,0.38271794,1.0202923,0.68894005,0.4506868,1.2594744,0.8290792
GADD45GIP1,-0.13890761,0.14098603,0.01866631,0.09008847,-0.007272647,0.012814385,0.14645085,0.26802233,0.27260414,0.22532934,0.3467212,0.26832628,0.1653913,0.3601019,0.35085812
MBTD1,-0.03200974,0.04239878,0.14608727,-0.18936089,0.04881891,0.10677391,-0.052049946,0.092595346,-0.07305085,-0.1583547,-0.20133206,-0.03407523,-0.10043135,-0.09827633,-0.25192082
COL18A1,-0.21280989,-0.6520338,-0.2476402,-0.40333793,-0.07171632,-0.17865422,-0.5178062,-0.46020043,-0.17898051,-0.19160275,-0.6731291,-0.23893003,-0.39237761,-0.83879304,-0.59568757
AGRN,0.12221443,1.1184677,0.8815452,0.5905706,0.22685084,0.7057385,0.46295556,0.96644473,0.06677672,0.4955204,0.8840914,0.27364984,0.21173677,1.6822172,0.7170101
POLQ,0.038884602,0.21101862,0.23779462,-0.10211615,0.33681625,-0.14252804,0.27451125,0.16274264,-0.09107331,-0.15499648,0.1858427,0.23898913,-0.0451275,0.07308757,-0.15605998
PLA2G6,0.2372664,0.27032477,0.03284521,0.3280874,0.010472677,0.019100664,0.22252,0.033356372,-0.0055662896,0.11218774,0.33920106,-0.0042808508,0.21857049,0.36908326,0.33708552
DSCAM,0.3362831,0.8605128,0.45339188,0.37474325,0.3341495,0.12553854,0.7087147,0.54011595,0.07118435,0.057324488,0.7897921,0.39138362,0.39056093,0.92704207,0.4706751
LMNB1,0.27403557,0.5509278,0.25012922,0.29579192,0.34323215,-0.1229936,0.6123539,0.27054524,-6.773796e-05,0.024586724,0.6711791,0.321159,0.26742724,0.5826428,0.33006766
MAFF,-0.39677817,-1.5299122,-0.8515642,-0.70332247,-0.4592121,-0.3857451,-1.1335447,-1.119041,-0.27781728,-0.32985818,-1.4400944,-0.70661384,-0.6705482,-1.8686254,-0.9970298
EXO1,-0.13662976,0.39997584,0.41483754,-0.23110227,0.43432787,-0.10769779,0.4017006,0.53142256,0.13331422,-0.13049962,0.3499241,0.57704926,0.0040588747,0.25324082,-0.09304639
PSMB6,-0.13724579,0.10262041,-0.046420403,0.15757634,-0.0710937,0.0103880735,0.11444526,0.23150298,0.3058323,0.29703635,0.3790035,0.23851311,0.20488274,0.38688847,0.4438619
FRYL,0.070657514,-0.05691732,0.07816177,-0.2242712,0.056249384,0.0340324,-0.109172165,-0.118495665,-0.21437497,-0.2874233,-0.36995414,-0.16707274,-0.16046463,-0.3319288,-0.4212856
DIRC3,-0.06388913,1.1586833,0.77715445,0.11012782,0.47655478,0.2987757,0.85176855,1.1976825,0.43943545,0.16227491,1.0312663,0.9065668,0.41118476,1.375555,0.5742977
TMEM37,-0.35988286,-0.49558726,0.020925524,-0.5271385,-0.12722954,0.15073778,-0.663615,-0.17107476,-0.16835687,-0.17295942,-0.8321657,-0.28147855,-0.51093817,-0.65662634,-0.69418705
PAMR1,-0.010232809,0.8579293,0.49573517,0.45370355,-0.14839186,0.76363665,0.2701868,0.9056632,0.4167726,0.47287765,0.67038286,0.29759586,0.4051867,1.4026735,0.882088
