,Timepoint,DUSP1
1859,8.0,40.0
1860,8.0,78.0
1861,8.0,58.0
1862,8.0,37.0
1863,8.0,230.0
1864,8.0,51.0
1865,8.0,82.0
1866,8.0,127.0
1867,8.0,194.0
1868,8.0,58.0
1869,8.0,326.0
1870,8.0,90.0
1871,8.0,115.0
1872,8.0,48.0
1873,8.0,85.0
1874,8.0,93.0
1875,8.0,39.0
1876,8.0,100.0
1877,8.0,57.0
1878,8.0,116.0
1879,8.0,154.0
1880,8.0,108.0
1881,8.0,489.0
1882,8.0,193.0
1883,8.0,33.0
1884,8.0,211.0
1885,8.0,124.0
1886,8.0,162.0
1887,8.0,34.0
1888,8.0,114.0
1889,8.0,106.0
1890,8.0,121.0
1891,8.0,242.0
1892,8.0,70.0
1893,8.0,275.0
1894,8.0,232.0
1895,8.0,176.0
1896,8.0,176.0
1897,8.0,127.0
1898,8.0,80.0
1899,8.0,76.0
1900,8.0,116.0
1901,8.0,54.0
1902,8.0,130.0
1903,8.0,104.0
1904,8.0,82.0
1905,8.0,165.0
1906,8.0,51.0
1907,8.0,72.0
1908,8.0,132.0
1909,8.0,138.0
1910,8.0,258.0
1911,8.0,143.0
1912,8.0,210.0
1913,8.0,317.0
1914,8.0,139.0
1915,8.0,163.0
1916,8.0,86.0
1917,8.0,136.0
1918,8.0,98.0
1919,8.0,168.0
1920,8.0,130.0
1921,8.0,117.0
1922,8.0,117.0
1923,8.0,126.0
1924,8.0,238.0
1925,8.0,91.0
1926,8.0,248.0
1927,8.0,105.0
1928,8.0,84.0
1929,8.0,48.0
1930,8.0,24.0
1931,8.0,171.0
1932,8.0,56.0
1933,8.0,108.0
1934,8.0,82.0
1935,8.0,136.0
1936,8.0,380.0
1937,8.0,57.0
1938,8.0,252.0
1939,8.0,198.0
1940,8.0,151.0
1941,8.0,30.0
1942,8.0,156.0
1943,8.0,172.0
1944,8.0,162.0
1945,8.0,61.0
1946,8.0,102.0
1947,8.0,103.0
1948,8.0,136.0
1949,8.0,89.0
1950,8.0,24.0
1951,8.0,88.0
1952,8.0,84.0
1953,8.0,36.0
1954,8.0,175.0
1955,8.0,107.0
1956,8.0,68.0
1957,8.0,77.0
1958,8.0,99.0
1959,8.0,67.0
1960,8.0,186.0
1961,8.0,114.0
1962,8.0,397.0
1963,8.0,32.0
1964,8.0,179.0
1965,8.0,182.0
1966,8.0,65.0
1967,8.0,368.0
1968,8.0,153.0
1969,8.0,318.0
1970,8.0,52.0
1971,8.0,62.0
1972,8.0,152.0
1973,8.0,17.0
1974,8.0,27.0
1975,8.0,168.0
1976,8.0,125.0
1977,8.0,141.0
1978,8.0,47.0
1979,8.0,110.0
1980,8.0,47.0
1981,8.0,74.0
1982,8.0,116.0
1983,8.0,141.0
1984,8.0,157.0
1985,8.0,54.0
1986,8.0,149.0
1987,8.0,61.0
1988,8.0,51.0
1989,8.0,110.0
1990,8.0,79.0
1991,8.0,28.0
1992,8.0,82.0
1993,8.0,89.0
1994,8.0,230.0
1995,8.0,190.0
1996,8.0,153.0
1997,8.0,45.0
1998,8.0,64.0
1999,8.0,97.0
2000,18.0,255.0
2001,18.0,272.0
2002,18.0,108.0
2003,18.0,108.0
2004,18.0,165.0
2005,18.0,238.0
2006,18.0,757.0
2007,18.0,139.0
2008,18.0,148.0
2009,18.0,93.0
2010,18.0,209.0
2011,18.0,241.0
2012,18.0,247.0
2013,18.0,173.0
2014,18.0,160.0
2015,18.0,139.0
2016,18.0,45.0
2017,18.0,231.0
2018,18.0,136.0
2019,18.0,167.0
2020,18.0,185.0
2021,18.0,521.0
2022,18.0,145.0
2023,18.0,339.0
2024,18.0,31.0
2025,18.0,136.0
2026,18.0,187.0
2027,18.0,198.0
2028,18.0,110.0
2029,18.0,244.0
2030,18.0,67.0
2031,18.0,93.0
2032,18.0,103.0
2033,18.0,486.0
2034,18.0,192.0
2035,18.0,175.0
2036,18.0,143.0
2037,18.0,66.0
2038,18.0,132.0
2039,18.0,178.0
2040,18.0,139.0
2041,18.0,63.0
2042,18.0,165.0
2043,18.0,128.0
2044,18.0,266.0
2045,18.0,110.0
2046,18.0,472.0
2047,18.0,154.0
2048,18.0,40.0
2049,18.0,510.0
2050,18.0,203.0
2051,18.0,134.0
2052,18.0,147.0
2053,18.0,483.0
2054,18.0,136.0
2055,18.0,353.0
2056,18.0,123.0
2057,18.0,156.0
2058,18.0,466.0
2059,18.0,227.0
2060,18.0,170.0
2061,18.0,40.0
2062,18.0,72.0
2063,18.0,126.0
2064,18.0,102.0
2065,18.0,68.0
2066,18.0,119.0
2067,18.0,253.0
2068,18.0,102.0
2069,18.0,86.0
2070,18.0,176.0
2071,18.0,59.0
2072,18.0,143.0
2073,18.0,122.0
2074,18.0,60.0
2075,18.0,125.0
2076,18.0,87.0
2077,18.0,26.0
2078,18.0,61.0
2079,18.0,84.0
2080,18.0,77.0
2081,18.0,143.0
2082,18.0,274.0
2083,18.0,19.0
2084,18.0,19.0
2085,18.0,71.0
2086,18.0,281.0
2087,18.0,49.0
2088,18.0,35.0
2089,18.0,110.0
2090,18.0,109.0
2091,18.0,144.0
2092,18.0,178.0
2093,18.0,184.0
2094,18.0,185.0
2095,18.0,93.0
2096,18.0,310.0
2097,18.0,275.0
2098,18.0,38.0
2099,18.0,144.0
2100,18.0,132.0
2101,18.0,227.0
2102,18.0,41.0
2103,18.0,20.0
2104,18.0,91.0
2105,18.0,224.0
2106,18.0,140.0
2107,18.0,179.0
2108,18.0,350.0
2109,18.0,193.0
2110,18.0,55.0
2111,18.0,373.0
2112,18.0,92.0
2113,18.0,56.0
2114,18.0,237.0
2115,18.0,270.0
2116,18.0,152.0
2117,18.0,313.0
2118,18.0,77.0
2119,18.0,192.0
2120,18.0,155.0
2121,18.0,109.0
2122,18.0,132.0
2123,18.0,34.0
2124,18.0,123.0
2125,18.0,188.0
2126,18.0,87.0
2127,18.0,54.0
2128,18.0,791.0
2129,18.0,149.0
2130,18.0,92.0
2131,18.0,230.0
2132,18.0,58.0
2133,18.0,124.0
2134,18.0,118.0
2135,18.0,32.0
2136,18.0,80.0
2137,18.0,219.0
2138,18.0,107.0
2139,18.0,128.0
2140,18.0,60.0
2141,18.0,184.0
2142,18.0,57.0
2143,18.0,69.0
2144,18.0,171.0
2145,18.0,189.0
2146,18.0,52.0
2147,18.0,114.0
2148,18.0,257.0
2149,18.0,62.0
2150,18.0,84.0
2151,18.0,44.0
2152,18.0,25.0
2153,18.0,96.0
2154,18.0,129.0
2155,18.0,154.0
2156,18.0,57.0
2157,18.0,29.0
2158,18.0,95.0
2159,18.0,68.0
2160,18.0,133.0
2161,18.0,136.0
2162,18.0,80.0
2163,18.0,68.0
2164,18.0,123.0
2165,18.0,271.0
2166,18.0,174.0
2167,18.0,219.0
2168,18.0,181.0
2169,18.0,59.0
2170,18.0,125.0
2171,18.0,89.0
2172,18.0,33.0
2173,18.0,161.0
2174,18.0,173.0
2175,18.0,58.0
2176,18.0,211.0
2177,18.0,433.0
2178,18.0,142.0
2179,18.0,528.0
2180,18.0,156.0
2181,18.0,40.0
2182,18.0,133.0
2183,18.0,28.0
2184,18.0,247.0
2185,18.0,132.0
2186,18.0,67.0
2187,18.0,150.0
2188,18.0,191.0
2189,18.0,38.0
2190,18.0,253.0
2191,18.0,314.0
2192,18.0,151.0
2193,18.0,253.0
2194,18.0,204.0
2195,18.0,139.0
2196,18.0,203.0
2197,18.0,50.0
2198,18.0,358.0
2199,18.0,46.0
2200,18.0,67.0
2201,18.0,134.0
2202,18.0,60.0
2203,18.0,317.0
2204,18.0,69.0
2205,18.0,169.0
2206,18.0,268.0
2207,18.0,94.0
2208,18.0,126.0
2209,18.0,40.0
2210,18.0,299.0
2211,18.0,85.0
2212,18.0,122.0
2213,18.0,42.0
2214,18.0,696.0
2215,18.0,56.0
2216,18.0,155.0
2217,18.0,166.0
2218,18.0,280.0
2219,18.0,33.0
2220,18.0,132.0
2221,18.0,204.0
2222,18.0,145.0
2223,18.0,201.0
2224,18.0,136.0
2225,18.0,178.0
2226,18.0,159.0
2227,18.0,204.0
2228,18.0,88.0
2229,18.0,500.0
2230,18.0,305.0
2231,18.0,142.0
2232,18.0,101.0
2233,18.0,123.0
2234,18.0,47.0
2235,18.0,102.0
2236,18.0,27.0
2237,18.0,110.0
2238,18.0,244.0
2239,18.0,287.0
2240,18.0,178.0
2241,18.0,75.0
2242,18.0,295.0
2243,18.0,236.0
2244,18.0,172.0
2245,18.0,94.0
2246,18.0,257.0
2247,18.0,170.0
2248,18.0,108.0
2249,18.0,30.0
2250,18.0,73.0
2251,18.0,169.0
2252,18.0,92.0
2253,18.0,484.0
2254,18.0,52.0
2255,18.0,56.0
2256,18.0,379.0
2257,18.0,111.0
2258,18.0,153.0
2259,18.0,118.0
2260,18.0,72.0
2261,18.0,533.0
2262,18.0,104.0
2263,18.0,126.0
2264,18.0,95.0
2265,18.0,108.0
2266,18.0,91.0
2267,18.0,37.0
2268,18.0,247.0
2269,18.0,83.0
2270,18.0,134.0
2271,18.0,67.0
2272,18.0,68.0
2273,18.0,125.0
2274,18.0,117.0
2275,18.0,103.0
2276,18.0,156.0
2277,18.0,276.0
2278,18.0,23.0
2279,18.0,127.0
2280,18.0,145.0
2281,18.0,352.0
2282,18.0,46.0
2283,18.0,56.0
2284,18.0,89.0
2285,18.0,148.0
2286,18.0,143.0
2287,18.0,42.0
2288,18.0,104.0
2289,18.0,114.0
2290,18.0,104.0
2291,18.0,112.0
2292,18.0,125.0
2293,18.0,89.0
2294,18.0,261.0
2295,18.0,95.0
2296,18.0,82.0
2297,18.0,52.0
2298,18.0,110.0
2299,18.0,235.0
2300,18.0,61.0
2301,18.0,294.0
2302,18.0,153.0
2303,18.0,470.0
2304,18.0,136.0
2305,18.0,150.0
2306,18.0,188.0
2307,18.0,117.0
2308,18.0,53.0
2309,18.0,106.0
2310,18.0,77.0
2311,18.0,343.0
2312,18.0,160.0
2313,18.0,115.0
2314,18.0,195.0
2315,18.0,142.0
2316,18.0,315.0
2317,18.0,123.0
2318,18.0,203.0
2319,18.0,62.0
2320,18.0,379.0
2321,18.0,101.0
2322,18.0,40.0
2323,18.0,186.0
2324,18.0,191.0
2325,18.0,106.0
2326,18.0,145.0
2327,18.0,270.0
2328,18.0,185.0
2329,18.0,366.0
2330,18.0,138.0
2331,18.0,89.0
2332,18.0,106.0
2333,18.0,55.0
2334,18.0,549.0
2335,18.0,138.0
2336,18.0,114.0
2337,18.0,138.0
2338,18.0,106.0
2339,18.0,79.0
2340,18.0,81.0
2341,18.0,62.0
2342,18.0,135.0
2343,18.0,113.0
2344,18.0,161.0
2345,18.0,124.0
2346,18.0,152.0
2347,18.0,78.0
2348,18.0,77.0
2349,18.0,120.0
2350,18.0,145.0
2351,18.0,60.0
2352,18.0,124.0
2353,18.0,217.0
2354,18.0,77.0
2355,18.0,100.0
2356,18.0,75.0
2357,18.0,66.0
2358,18.0,115.0
2359,18.0,58.0
2360,18.0,65.0
2361,18.0,1232.0
2362,18.0,89.0
2363,18.0,208.0
2364,18.0,97.0
2365,18.0,326.0
2366,18.0,130.0
2367,18.0,230.0
2368,18.0,62.0
2369,18.0,114.0
2370,18.0,89.0
2371,18.0,17.0
2372,18.0,260.0
2373,18.0,94.0
2374,18.0,39.0
2375,18.0,664.0
2376,18.0,161.0
2377,18.0,169.0
2378,18.0,118.0
2379,18.0,230.0
2380,18.0,196.0
2381,18.0,132.0
2382,18.0,126.0
2383,18.0,189.0
2384,18.0,115.0
2385,18.0,639.0
2386,18.0,209.0
2387,18.0,193.0
2388,18.0,161.0
2389,18.0,70.0
2390,18.0,43.0
2391,18.0,38.0
2392,18.0,316.0
2393,18.0,88.0
2394,18.0,92.0
2395,18.0,106.0
2396,18.0,94.0
2397,18.0,148.0
2398,18.0,100.0
2399,18.0,90.0
