,00 vs 02,01 vs 08,02 vs 08,00 vs 18,01 vs 02,02 vs 04,00 vs 01,04 vs 08,04 vs 18,00 vs 08,08 vs 18,00 vs 04,01 vs 18,01 vs 04,02 vs 18
RNFT2,0.14410795,0.38923213,0.2511373,0.40457982,0.14753294,0.085868455,-0.0073201163,0.15819299,0.17303272,0.36734194,0.034020875,0.23256896,0.43320018,0.2526959,0.27060565
KLK10,-0.3975042,0.050683472,0.29560056,0.16908896,-0.2751757,0.1629915,-0.102182,0.14920087,0.4225332,-0.046327136,0.25393683,-0.21793658,0.28044894,-0.1285752,0.5750592
LMO7,-0.3806276,-0.5673345,-0.42624733,-0.83295614,-0.115738735,-0.3461973,-0.26744205,-0.080558866,-0.11589102,-0.83140606,-0.011787184,-0.72667366,-0.54905283,-0.45148668,-0.44422686
TRPS1,-0.06116388,0.1048123,0.06787893,0.054456297,0.03285772,-0.021096645,-0.08777874,0.08160612,0.11563065,-0.0004160269,0.04746998,-0.07235311,0.1553345,0.02414525,0.10742979
ARID5B,-0.2342397,-0.6044856,-0.49665812,-0.902975,-0.09881212,-0.25226045,-0.14076538,-0.23766188,-0.42390677,-0.7481105,-0.15538359,-0.50087786,-0.7582044,-0.353498,-0.66113484
PRR11,0.1570532,0.30206624,0.14121538,0.22417824,0.22607414,-0.1769436,-0.07734057,0.29197153,0.24506633,0.20954588,-0.012803448,-0.00987686,0.37737483,0.10430254,0.109958835
TBC1D2,-0.7912433,-1.0593024,-0.6799189,-1.4950365,-0.37186143,-0.41991654,-0.409061,-0.24927086,-0.30205333,-1.4354743,-0.046805568,-1.2040867,-1.1000415,-0.81748474,-0.73004085
TRIM59,-0.033673335,0.08418873,0.08014188,0.11011693,0.02889079,-0.060650874,-0.06700566,0.13448665,0.2195459,0.009942507,0.09423607,-0.078331225,0.21545264,-0.0013662758,0.19201827
AC244034.2,0.92040604,1.6816128,1.330271,2.5582795,0.33257797,0.6795383,0.5985956,0.60692894,0.9179506,2.1980364,0.30411988,1.5335367,1.9541703,0.9910873,1.5394425
IL20RA,-0.72818536,-0.41468823,-0.14941016,-0.41724038,-0.2635741,-0.23172143,-0.4579671,0.100083865,0.52629185,-0.8704498,0.4434233,-0.9521524,0.03363217,-0.5080141,0.3050282
INTS6,-0.14599049,0.01824419,-0.01390361,-0.1065136,0.03984729,-0.09734743,-0.18806837,0.07449197,0.106050596,-0.19449273,0.060270317,-0.24843985,0.08571704,-0.04817779,0.029900573
FAM225B,0.22017652,0.55182296,0.41769698,0.72363424,0.15728599,0.14303055,0.03633465,0.27517733,0.38684413,0.57170475,0.12275816,0.3168468,0.6990351,0.3195277,0.53262573
MCM4,0.052596986,0.32887313,0.3028311,0.34477496,0.025208011,0.1252113,0.032047484,0.16893679,0.17143928,0.36234367,-0.014043361,0.18552592,0.32538712,0.15829305,0.2918812
SORBS2,-0.1347305,0.17196122,0.11395913,0.14590281,0.050699867,-0.06467873,-0.17528206,0.16711761,0.30653685,-0.039858088,0.1672137,-0.18178508,0.33832064,0.007220003,0.2667971
SLC4A7,-0.36952555,-0.36683068,-0.29898843,-0.5604436,-0.07076111,-0.27729452,-0.28642368,-0.01849545,0.0421516,-0.67770255,0.09602487,-0.63604987,-0.26744643,-0.3447716,-0.20979294
AC011468.1,-0.00740685,0.36839256,0.32441947,0.50378674,0.046282515,0.03443275,-0.041427888,0.28260925,0.46699923,0.29858676,0.19914155,0.039724212,0.5802836,0.09941996,0.514263
CASC9,-0.47712007,-0.14766987,0.035711855,-0.15518135,-0.20757236,0.039422147,-0.26684108,0.031711128,0.2982416,-0.3808285,0.265377,-0.44323468,0.08289215,-0.196533,0.2977031
TUBA3GP,-1.463093,-2.2089353,-1.3151091,-2.4755611,-0.87039715,-0.74039465,-0.6064218,-0.52261955,-0.26318878,-2.7774866,0.27842933,-2.2869031,-1.9386014,-1.7015074,-1.0239595
IER3,0.68837976,0.89950186,0.63560325,1.1282456,0.2381406,0.53390604,0.4416644,0.09234482,-0.066628456,1.331724,-0.18746942,1.212387,0.6800803,0.77630794,0.4515456
AD000090.1,0.6707606,0.5722731,0.081406996,0.58969754,0.49084175,-0.022844395,0.17142592,0.088031806,-0.124839194,0.6931452,-0.15815574,0.6064948,0.40715438,0.4848555,-0.16016556
ZNF341-AS1,0.34540406,0.50836,0.3804436,0.863475,0.11463647,0.2533261,0.22554517,0.1392616,0.28086826,0.71007323,0.15021698,0.5685333,0.6368886,0.36083427,0.51940596
KRT18P50,0.16461259,0.26214978,0.3789752,0.33369228,-0.16000022,0.7030302,0.29943234,-0.28519097,-0.45905223,0.6258803,-0.2120459,0.7881489,-0.05262546,0.45526484,0.14710063
DUSP5,-0.13144739,-0.33050638,-0.28375366,-0.53139275,-0.038371235,-0.20346722,-0.08623219,-0.08171776,-0.22055739,-0.423496,-0.120223254,-0.33516967,-0.43494117,-0.24465144,-0.41456568
LRIG3,-0.4929802,-0.09220372,0.06616143,-0.04804886,-0.17989849,-0.14087619,-0.30409488,0.2082479,0.5783568,-0.42803273,0.36752114,-0.60705405,0.27525327,-0.28864557,0.47259194
EDN1,0.12301066,0.25785494,0.17795044,0.3111357,0.07244784,0.10452026,0.05237876,0.068201624,0.08185105,0.29657394,0.014048263,0.23387074,0.2673019,0.18711653,0.19433095
HSPH1,-0.09270232,-0.29519564,-0.22816713,-0.4970189,-0.06185151,-0.13040641,-0.029450262,-0.10049307,-0.27652195,-0.32159367,-0.17538299,-0.22732295,-0.45945123,-0.19168146,-0.40588987
KCNH3,0.18874855,1.1245431,1.0165224,1.589442,0.11200668,0.58158815,0.0804199,0.4386472,0.8272213,1.2319492,0.3817881,0.76265514,1.4904002,0.6539376,1.3555684
DBH-AS1,0.6135556,1.454158,0.95999736,1.5789388,0.49039853,0.42397025,0.1256137,0.50757253,0.49191782,1.5496422,0.0073427055,1.0156515,1.4586494,0.926946,0.8762547
DOC2GP,0.37906504,1.1410849,1.013783,1.6021814,0.115870446,0.63937527,0.25310913,0.37939262,0.6188297,1.4001883,0.21513148,0.9798148,1.3291161,0.7284627,1.2097608
PLEKHD1,-0.4546815,-0.50573933,-0.25628075,-0.51218796,-0.24756934,-0.26423395,-0.18533856,0.020493362,0.19416724,-0.68810356,0.17816125,-0.70072156,-0.3081073,-0.5237886,-0.067206874
DSCAM-AS1,0.21754104,0.62933165,0.5384706,0.8931789,0.06778874,0.3687942,0.1453957,0.16893893,0.32628226,0.76650316,0.13731477,0.5882875,0.7402877,0.4405845,0.6906145
AC137630.3,-0.023639742,0.40159595,0.1489897,0.400887,0.2663625,-0.22102761,-0.29500273,0.34814784,0.58152145,0.027205758,0.31336054,-0.2596929,0.731748,0.09876702,0.39896604
RND3,0.1261668,-0.1846386,-0.1846986,-0.46550214,0.0026861487,0.019732151,0.11632549,-0.2063405,-0.5984466,-0.061361298,-0.39026082,0.123963855,-0.5811943,0.0147776995,-0.5860219
AGR3,-0.29539117,-0.047365867,0.13155971,0.18078163,-0.19052675,0.057880078,-0.105104886,0.09007322,0.44442374,-0.1449038,0.3397973,-0.23104993,0.28212905,-0.13742495,0.5014556
AL121895.2,0.32218263,0.20650816,-0.009402578,0.31153017,0.20860066,0.14000279,0.09403166,-0.107713394,-0.15077934,0.31219706,0.010356894,0.39410743,0.1725375,0.30442783,-0.06801397
AL589843.1,0.09977636,1.2314337,1.1738595,1.7966101,0.06303707,0.6517785,0.014184997,0.5556137,1.1223276,1.2973152,0.542371,0.71745247,1.7656204,0.6924545,1.709927
SAMD5,-0.1731779,-0.2791535,-0.34028098,-0.42218652,0.082988426,-0.31726968,-0.25340515,-0.012928817,0.020683251,-0.562962,0.11585733,-0.5031737,-0.14528015,-0.23158643,-0.2723157
LINC00619,-0.038060002,-0.33189514,0.22319573,0.15205117,-0.50386614,0.2000412,0.48405123,-0.011770938,-0.005940848,0.13515368,-0.022842014,0.069235,-0.33990636,-0.4147835,0.14795928
C6orf141,-0.14651717,-0.047107406,0.00056576956,-0.2221563,-0.03209943,0.004418251,-0.1104131,-0.006083034,-0.09787107,-0.14433461,-0.07359747,-0.15319164,-0.116143495,-0.052909326,-0.10903833
TAC3,-0.07320709,0.22908704,0.14876303,0.34348214,0.053710975,-0.04919397,-0.11569124,0.19709814,0.42949775,0.061021466,0.25144213,-0.10699413,0.47313544,0.029125381,0.41291958
DNAAF1,-0.13313608,1.5393304,1.1614993,2.020403,0.3289537,0.20507316,-0.44888946,0.95028496,1.8807279,0.9871141,0.9821132,0.10344637,2.5093021,0.6123205,2.1296368
AC091925.1,-0.033575866,0.38784862,0.44169217,0.22883037,-0.058166858,0.32110435,0.047111485,0.1030166,-0.0900755,0.43938652,-0.19049218,0.26940557,0.17741434,0.2117606,0.18535835
AC124067.2,-0.029280283,0.26488566,0.15685779,0.21219812,0.09663713,-0.005501887,-0.14025252,0.17268433,0.25585175,0.108189926,0.096773684,-0.06095379,0.357747,0.11947794,0.24280183
TMPRSS11E,-0.4417376,-1.1574329,-0.9122538,-1.6209885,-0.28111175,-0.273864,-0.17345756,-0.6171753,-0.96581453,-1.3389689,-0.30938855,-0.8342117,-1.5536194,-0.645899,-1.307181
SNCG,0.32820624,0.40053475,0.2718321,0.52212197,0.10720736,0.3011648,0.20753254,-0.02350475,-0.08705154,0.605815,-0.076649025,0.60564244,0.28908804,0.40046456,0.19645922
