,gene,00 vs 01_lfc_mean,00 vs 02_lfc_mean,00 vs 04_lfc_mean,00 vs 08_lfc_mean,00 vs 18_lfc_mean,01 vs 02_lfc_mean,01 vs 04_lfc_mean,01 vs 08_lfc_mean,01 vs 18_lfc_mean,02 vs 04_lfc_mean,02 vs 08_lfc_mean,02 vs 18_lfc_mean,04 vs 08_lfc_mean,04 vs 18_lfc_mean,08 vs 18_lfc_mean,00 vs 01_lfc_median,00 vs 02_lfc_median,00 vs 04_lfc_median,00 vs 08_lfc_median,00 vs 18_lfc_median,01 vs 02_lfc_median,01 vs 04_lfc_median,01 vs 08_lfc_median,01 vs 18_lfc_median,02 vs 04_lfc_median,02 vs 08_lfc_median,02 vs 18_lfc_median,04 vs 08_lfc_median,04 vs 18_lfc_median,08 vs 18_lfc_median,00 vs 01_lfc_std,00 vs 02_lfc_std,00 vs 04_lfc_std,00 vs 08_lfc_std,00 vs 18_lfc_std,01 vs 02_lfc_std,01 vs 04_lfc_std,01 vs 08_lfc_std,01 vs 18_lfc_std,02 vs 04_lfc_std,02 vs 08_lfc_std,02 vs 18_lfc_std,04 vs 08_lfc_std,04 vs 18_lfc_std,08 vs 18_lfc_std
GPR143,,0.20244601,0.2814996,0.5636906,0.76585764,0.80619067,0.06901435,0.35534266,0.56655735,0.57516307,0.2732718,0.48125863,0.5147397,0.20723027,0.23459513,0.023231339,0.18625355,0.2768855,0.53834105,0.75162077,0.81974506,0.07792854,0.35112476,0.5721874,0.6002798,0.26178598,0.4805808,0.5364423,0.22419977,0.25128937,0.040935993,0.56023294,0.5174148,0.58878,0.5603894,0.5536317,0.5887895,0.63965887,0.61461306,0.6250117,0.61097,0.6034361,0.586275,0.64624614,0.64221984,0.6190044
UPF2,,0.04771535,0.21845281,0.24531858,0.33450514,0.30863944,0.17166205,0.16814354,0.29505008,0.24754868,0.011807405,0.10839886,0.09364198,0.0971027,0.05753244,-0.02960846,0.026913166,0.20792437,0.21822405,0.31260872,0.28828573,0.18588161,0.1612339,0.30182505,0.24561644,0.0062241554,0.0964098,0.080023766,0.08980131,0.051822186,-0.028614044,0.52909553,0.5117238,0.5131633,0.5673276,0.5512249,0.562135,0.5648295,0.6084104,0.6005103,0.5483198,0.59757364,0.5870119,0.60934854,0.5955397,0.6391523
AL161729.1,,0.4054352,-0.2762794,0.046368804,-0.26046264,-0.11230356,-0.70361847,-0.23927324,-0.6071011,-0.50648063,0.3660246,0.06694652,0.11153723,-0.30009577,-0.1846844,0.118690744,0.4625454,-0.2527151,0.06835365,-0.24995899,-0.12573624,-0.76899433,-0.21648979,-0.6435013,-0.5776882,0.4378147,0.068434715,0.08335209,-0.31311607,-0.22950268,0.059625626,2.410866,2.3743289,2.4945009,2.513288,2.5340736,2.3758516,2.5320725,2.4939146,2.5425665,2.4993591,2.4847283,2.4889145,2.554177,2.5630856,2.5644405
RPL35P3,,0.77272445,1.1174895,1.997148,2.1408403,2.2515235,0.35381344,1.2542003,1.3891621,1.4628551,0.88386345,1.0567548,1.1212654,0.15990011,0.2556616,0.120329335,0.78263855,1.144412,1.9360723,2.0513039,2.218092,0.33553886,1.2046547,1.3322525,1.4383783,0.8339691,0.95286465,1.1136389,0.11697769,0.26654148,0.15538788,1.4252546,1.3769908,1.5407965,1.6324202,1.6139649,1.415249,1.567448,1.6660914,1.664984,1.5239447,1.6502231,1.6137171,1.7437462,1.7181413,1.811776
MZB1,,0.24556111,0.11493002,0.46447787,0.5012891,0.65600276,-0.13062035,0.2581255,0.27986223,0.40961674,0.36491627,0.42030975,0.5579549,0.04492457,0.21518159,0.16123042,0.25546837,0.11148882,0.42532587,0.47205687,0.61438084,-0.13919592,0.22722006,0.2459426,0.3841653,0.34206867,0.3868785,0.53374195,0.054489613,0.21738863,0.14952898,0.8798752,0.8688712,0.9275162,0.9440323,0.9628291,0.9062225,0.9579338,0.9749335,0.98169166,0.9565628,0.97287947,0.967992,1.0032284,0.9944765,1.0089073
TFE3,,-0.1709204,-0.27164152,-0.5374959,-0.8561911,-1.0981146,-0.108233474,-0.38226652,-0.6760683,-0.91843927,-0.26647365,-0.57523185,-0.8190469,-0.32192633,-0.5685763,-0.2354698,-0.17963266,-0.26951122,-0.5251403,-0.8623295,-1.0749874,-0.09673834,-0.3626156,-0.6754136,-0.8988433,-0.2650137,-0.5749817,-0.80513144,-0.32392836,-0.5630021,-0.23556614,0.43198118,0.40951616,0.47650638,0.5200401,0.54821503,0.4326103,0.49643055,0.53285664,0.56738186,0.47595903,0.5357791,0.5517544,0.5892065,0.6100724,0.6446067
RUNX1,,-0.7643542,-1.3298752,-1.9264791,-2.0950172,-2.0083718,-0.59545803,-1.1842422,-1.356971,-1.2298551,-0.5725238,-0.724635,-0.6113019,-0.16574775,-0.053370234,0.121819004,-0.7683873,-1.3488917,-1.9308429,-2.1271863,-2.0258822,-0.61071444,-1.1965594,-1.3952394,-1.2621284,-0.56267357,-0.7381892,-0.5979428,-0.1656537,-0.044748306,0.1388483,1.004705,0.9841882,1.0123346,0.9763708,0.89585876,1.009796,1.0446413,0.99551636,0.9281736,1.0385224,1.0002643,0.8859308,1.0159324,0.9387991,0.88085365
NAGK,,0.096221134,-0.13479212,-0.052890807,-0.19422036,-0.15824632,-0.2377033,-0.10881599,-0.26971376,-0.25150016,0.09949551,-0.034760803,-0.03012987,-0.14544952,-0.10429701,0.03066626,0.07763672,-0.1250515,-0.07918596,-0.21907759,-0.23551035,-0.21356869,-0.11494112,-0.27628756,-0.26754665,0.080467224,-0.08665848,-0.08185482,-0.16048002,-0.13838243,0.02272892,0.7689164,0.73704517,0.76286346,0.79234284,0.83812565,0.77314305,0.8083783,0.828934,0.865246,0.79122293,0.7962239,0.8339344,0.82883704,0.85972685,0.8849906
GRB14,,-0.09557762,-0.06435586,0.06341423,0.2078103,0.41859752,0.03268048,0.15295838,0.30009905,0.48595968,0.11450354,0.26082987,0.45913622,0.1533665,0.34847158,0.20029387,-0.10536766,-0.07574558,0.048959255,0.19155455,0.42608738,0.04321766,0.16284561,0.29936552,0.5047908,0.09998608,0.24396133,0.4610138,0.15942049,0.36060953,0.22145939,0.53745985,0.500349,0.5481963,0.5341678,0.5089713,0.46106538,0.5068144,0.49903345,0.49241525,0.47480783,0.47171098,0.4417544,0.4998668,0.48349014,0.48088533
FRMD4A,,0.25463644,0.47794384,0.5435738,0.4822588,0.41895035,0.23834597,0.28922743,0.25605246,0.16423227,0.04713471,-0.024432955,-0.076013446,-0.059340503,-0.15178584,-0.070201814,0.2529273,0.49668074,0.54641867,0.45612192,0.3979497,0.25458813,0.29958487,0.25684738,0.15113544,0.011417866,-0.04298544,-0.122172356,-0.08379364,-0.17778492,-0.079720974,0.87003404,0.8214846,0.85771114,0.9014128,0.8974786,0.8970971,0.9108466,0.97434133,0.962172,0.8868571,0.956238,0.9290094,0.9783689,0.9641087,1.0266062
LMBR1L,,0.19116999,0.32082522,0.40271673,0.25662225,0.020055808,0.14595658,0.22793415,0.061395857,-0.16859686,0.07356169,-0.07977925,-0.32093608,-0.15053393,-0.39321634,-0.23003647,0.19814539,0.33273697,0.40287352,0.25154543,0.027690887,0.15794945,0.22576094,0.06235838,-0.16265297,0.06319809,-0.09478283,-0.32094812,-0.14484882,-0.38542604,-0.23297691,0.4635389,0.43080452,0.45137787,0.4295522,0.47382343,0.4656271,0.47368342,0.46609673,0.5040285,0.45338407,0.4392659,0.4648872,0.46418247,0.4880645,0.48489064
SMG1P2,,-0.27213624,-0.33822945,-0.67907304,-1.2156737,-1.3914083,-0.057686113,-0.3797982,-0.97386104,-1.0970414,-0.33266538,-0.88121474,-1.0679016,-0.5515734,-0.7397408,-0.15929112,-0.24945164,-0.33913803,-0.6853905,-1.241394,-1.4216337,-0.022903442,-0.38439846,-1.0160818,-1.1577177,-0.34501266,-0.93697834,-1.1207685,-0.5526247,-0.7511568,-0.16656399,1.5503451,1.3936436,1.4642121,1.3649045,1.3723936,1.4834682,1.5128369,1.4193171,1.4694592,1.3981605,1.3028921,1.3115529,1.3329703,1.368383,1.2870854
AL354702.1,,0.046364598,-0.47819644,-0.24442637,-0.3937723,-0.31273466,-0.5503542,-0.21261477,-0.39403537,-0.3591522,0.2791132,0.13597457,0.19925217,-0.15526192,-0.0665926,0.077387325,0.08743715,-0.46407604,-0.28417397,-0.4015789,-0.3330469,-0.5577669,-0.24744129,-0.44463825,-0.386765,0.23724937,0.10883236,0.17284107,-0.10493231,-0.05886984,0.07254219,1.6556976,1.6011083,1.7447118,1.7015743,1.7580961,1.6285294,1.7812574,1.7212453,1.7543713,1.7286844,1.677811,1.6887469,1.7540472,1.7961128,1.7397256
SMC4,,-0.026232073,0.007434632,0.019654615,0.20375988,0.27629298,0.037407894,0.04693885,0.21618152,0.29159477,-0.0046673887,0.16399641,0.24372672,0.1813611,0.2463762,0.048250824,-0.030080318,-0.0019140244,-0.014462948,0.16445255,0.2739458,0.042654037,0.01799488,0.20754528,0.2933402,-0.038764477,0.114746094,0.24309349,0.18238926,0.26404858,0.05907488,0.5986664,0.5511629,0.62109643,0.64776,0.6242156,0.57328707,0.6273403,0.6609787,0.63906926,0.60007924,0.63272876,0.6015625,0.68269724,0.66685694,0.6960896
KIF26A,,-0.46862954,-0.60611415,-0.67125887,0.33106747,0.98216856,-0.17419823,-0.26744354,0.7160519,1.4542017,-0.06979615,0.9344617,1.6614516,1.028413,1.7114524,0.59402263,-0.4592142,-0.6093674,-0.66797924,0.27104855,0.9529009,-0.20434093,-0.32317543,0.65956974,1.3848886,-0.10257721,0.8203335,1.6349297,0.965477,1.7010736,0.56776905,1.6981754,1.6073054,1.7627448,1.8501537,1.9403781,1.6839854,1.8111672,1.9638909,1.9939841,1.7484466,1.8622243,1.9236727,2.0024786,2.0503294,2.1258938
GHRH,,0.7743742,0.74829715,1.333273,1.1337883,0.96535146,-0.0037246796,0.65468615,0.37994316,0.21396872,0.60328746,0.41003218,0.1631684,-0.20467152,-0.38532174,-0.16977985,0.7789612,0.7822695,1.3753691,1.1228056,0.9731474,-0.0002965927,0.6635475,0.37534428,0.18603325,0.6348858,0.37555122,0.13815689,-0.22185802,-0.41064835,-0.17524147,1.7259963,1.6893741,1.7740879,1.8137484,1.7705631,1.6648452,1.7488917,1.7615978,1.7512285,1.6726229,1.7297671,1.6809342,1.7410343,1.7212763,1.7391012
AC020978.8,,-0.6245469,-0.6806045,-1.3477213,-1.3355091,-0.899208,-0.036954444,-0.769691,-0.76357317,-0.2806798,-0.7005552,-0.682323,-0.22842182,0.04000412,0.42575148,0.41929224,-0.65078926,-0.7054291,-1.3858795,-1.3805027,-0.93932724,-0.014267921,-0.80920315,-0.79352856,-0.27239227,-0.7564163,-0.71982193,-0.20876217,0.017079353,0.4732828,0.4473343,2.086636,1.8788122,1.951862,1.9217486,2.0539517,1.9274366,1.9866618,1.9439207,2.063767,1.8274856,1.774518,1.907838,1.8459319,1.9794326,1.9712055
POU2F1,,0.05551923,0.28955954,0.30750307,0.42209044,0.36608958,0.25069275,0.23573288,0.35957277,0.2947318,-0.0153655,0.07745466,0.03775815,0.11782435,0.031354904,-0.07666617,0.016758442,0.26985025,0.27768946,0.38682365,0.34363842,0.27931643,0.23932695,0.3804989,0.32062292,-0.022559166,0.06478214,0.03497219,0.115087986,0.036221027,-0.0631094,0.8820543,0.8269895,0.83801925,0.88244706,0.89621973,0.87565494,0.8978862,0.927849,0.9382836,0.86220783,0.8914392,0.8800865,0.9170161,0.8933202,0.9437182
CHSY1,,-0.028608805,0.11463295,0.18789636,0.25770593,0.029828241,0.13898337,0.19360346,0.25177333,0.057521,0.058254413,0.11701451,-0.050684072,0.06181543,-0.13530032,-0.20679155,-0.0322361,0.13291883,0.17479372,0.23844671,0.04794216,0.15543747,0.18334627,0.23908663,0.055612564,0.024041176,0.088796616,-0.065831184,0.06903505,-0.10261631,-0.17336845,0.8329946,0.77492374,0.8259236,0.8112078,0.8383558,0.79461133,0.85229534,0.8297315,0.85847485,0.8005885,0.7813457,0.78788865,0.8274625,0.83346856,0.82321674
AC136475.5,,0.2977504,0.1938664,0.4675663,0.54924285,0.7356012,-0.1293341,0.1537634,0.2920024,0.4114624,0.26480916,0.37800574,0.5329533,0.104426675,0.25003055,0.15784945,0.28621674,0.19686604,0.40242577,0.4970188,0.7414684,-0.09683323,0.15886116,0.26490116,0.45409966,0.2166214,0.3404436,0.50448036,0.11284351,0.3133297,0.18754673,1.4514142,1.2925853,1.4922595,1.4508712,1.4518234,1.4442515,1.6278965,1.5324515,1.5980396,1.4994822,1.5013052,1.4960515,1.6260355,1.6174893,1.5891081
ABTB1,,0.40982476,0.71637404,1.0530236,1.2093691,0.8927869,0.3154934,0.64144886,0.7810712,0.5179866,0.3334823,0.48448202,0.19623707,0.15659666,-0.13619703,-0.3160518,0.40169287,0.72323895,1.0753598,1.2057061,0.89283514,0.30512,0.6203952,0.77298737,0.5045295,0.3372345,0.4834137,0.18130684,0.14337444,-0.15450382,-0.32013035,0.82711405,0.7474989,0.853118,0.84015703,0.8145522,0.76769286,0.8656323,0.8626493,0.87002313,0.79670346,0.80117166,0.7829257,0.884099,0.8705013,0.88037604
SFN,,0.19416636,0.25285834,0.4020061,0.43175727,0.22385794,0.054376215,0.2000379,0.23287252,0.04298207,0.1447917,0.18422632,-0.015454256,0.02726978,-0.15603885,-0.20507506,0.18410969,0.25879574,0.41523504,0.42901516,0.22831249,0.06600189,0.20568514,0.22924519,0.040555,0.14821196,0.17739534,-0.027617931,0.031119347,-0.15478563,-0.19983387,0.5345342,0.48745653,0.52637815,0.5350537,0.5245463,0.51193625,0.5383084,0.54424363,0.53671765,0.50986576,0.51375085,0.49994105,0.5506885,0.54279333,0.5582148
AC005674.2,,-0.40871388,-0.1167074,-0.7635231,-1.0865889,-0.59885573,0.33382782,-0.39583784,-0.70263225,-0.23278487,-0.68347013,-0.9922176,-0.5602953,-0.28735396,0.08287943,0.45939213,-0.41147995,-0.109903336,-0.83012676,-1.1346292,-0.6179848,0.32703686,-0.44438457,-0.7070656,-0.22446918,-0.7321682,-1.0131264,-0.5912323,-0.25626373,0.11049652,0.46319962,2.5925596,2.3511317,2.3964005,2.3975682,2.4869113,2.4486372,2.4653368,2.4903388,2.5706558,2.293077,2.2804062,2.400406,2.3830874,2.4964924,2.5105603
CCNE1,,-0.043017223,-0.090717904,0.021060346,0.24497236,-0.0048897294,-0.09754811,-0.0035741173,0.24927086,0.046095613,0.114040494,0.366867,0.17392159,0.22679165,0.03963972,-0.24060962,-0.058923244,-0.08514881,0.030418873,0.25028944,0.005262375,-0.0708065,0.025481224,0.27241945,0.07464695,0.106861115,0.38118076,0.16144943,0.21873236,0.034498215,-0.25766706,1.4447324,1.3241875,1.417267,1.3934598,1.3825951,1.45257,1.5051126,1.5041795,1.4984707,1.4193257,1.4120771,1.3957087,1.4981441,1.4690633,1.4804018
SFTPA2,,-0.52061456,-0.73295057,-1.2127143,-1.3844876,-1.4155096,-0.1973022,-0.6873524,-0.9565638,-0.86941075,-0.46998897,-0.63538194,-0.6614862,-0.16314048,-0.18400902,0.009270444,-0.5291395,-0.76892376,-1.2247896,-1.442359,-1.4536171,-0.20194817,-0.6866827,-0.9869709,-0.88802624,-0.45480442,-0.70673466,-0.66135883,-0.23066807,-0.21681404,0.009036064,2.2205112,2.029031,2.2362237,2.0805073,2.1460583,2.1529171,2.2996743,2.1750875,2.2112496,2.1531873,2.0045772,2.0308802,2.1437037,2.2403038,2.0753267
WWC1,,-0.13970342,-0.16638777,-0.25060603,-0.39178285,-0.5998314,-0.035250485,-0.12897721,-0.26634803,-0.45732528,-0.085077055,-0.21870507,-0.42146674,-0.14694795,-0.34122413,-0.18974634,-0.14972687,-0.17439413,-0.26399565,-0.41444826,-0.60506487,-0.03325653,-0.119665146,-0.2746415,-0.46251345,-0.07805109,-0.22480488,-0.42342758,-0.1503582,-0.34423876,-0.1861515,0.39685142,0.37732664,0.3725848,0.3885888,0.37323713,0.40180224,0.4052016,0.40752783,0.3987674,0.37805048,0.39270926,0.3673074,0.38708812,0.36775905,0.3712927
BARD1,,-0.22583418,-0.16573265,-0.15189578,0.17242199,0.2784253,0.0530476,0.038706884,0.3607242,0.48892003,-0.0023290655,0.3169069,0.46719447,0.3288643,0.4483931,0.10562036,-0.21827698,-0.17085457,-0.18205786,0.1494894,0.2849679,0.062003613,0.021747112,0.35344982,0.47734594,-0.027414322,0.28187323,0.47541046,0.33446217,0.486176,0.13761234,0.7862455,0.7460677,0.7924675,0.8146601,0.8896869,0.7593645,0.818345,0.82350934,0.9057259,0.7707957,0.78804183,0.85460854,0.8190438,0.89174587,0.9045012
AMIGO2,,0.67330855,1.229266,1.6559334,1.4813218,1.023011,0.5843503,0.9870335,0.80067325,0.3751916,0.4081346,0.22889212,-0.20321813,-0.18214074,-0.61320627,-0.4280482,0.667593,1.2560129,1.650187,1.4875059,1.0225444,0.6047611,0.98139334,0.8101144,0.37972593,0.37790966,0.21221542,-0.21078062,-0.1692872,-0.59345245,-0.42327118,0.75625324,0.7522568,0.7981343,0.72804576,0.68573004,0.8194863,0.8336482,0.7983263,0.7578673,0.86220264,0.7918764,0.75563663,0.84496355,0.81022185,0.76026803
EEF1A2,,0.2547136,0.20932989,0.33281928,0.36196366,0.24191873,-0.041316982,0.0977766,0.10945956,0.026739288,0.130282,0.16583109,0.046934657,0.029004032,-0.061151795,-0.11760113,0.26252556,0.22183847,0.36680794,0.37121868,0.25793457,-0.047214508,0.106566906,0.10006237,-0.001349926,0.1727972,0.18058014,0.049006462,0.02274084,-0.072591305,-0.12825108,0.83021045,0.7882628,0.81516355,0.823858,0.7883481,0.80659866,0.835769,0.85080695,0.823588,0.7896794,0.8065847,0.7779143,0.828916,0.79515094,0.8076174
PLXNA1,,-0.334893,-0.589834,-0.8571106,-1.104117,-1.0536677,-0.25045574,-0.5131526,-0.7706484,-0.7235692,-0.2591694,-0.4947674,-0.4897724,-0.24130747,-0.21107021,0.044607285,-0.31282997,-0.58872604,-0.8446536,-1.1272745,-1.0755944,-0.2561183,-0.5107765,-0.8023572,-0.7584295,-0.25056934,-0.52306604,-0.5156665,-0.26552725,-0.23565435,0.040114403,0.56401396,0.54916024,0.5878192,0.5971882,0.6192045,0.5765558,0.61561215,0.6222857,0.6617223,0.5911642,0.627711,0.6341073,0.64811707,0.6749601,0.6906998
RETREG1,,-0.19198723,0.00489193,0.034362014,0.24772629,0.46731654,0.20050724,0.1919186,0.41786337,0.6278998,0.013429721,0.23724523,0.45502797,0.22525299,0.4269452,0.21476,-0.21377802,-0.016077042,-0.010603428,0.22230673,0.44953156,0.21084309,0.17773914,0.416811,0.6591172,-0.0031528473,0.22417164,0.4449525,0.22615957,0.44223213,0.23728323,0.83868295,0.7997089,0.7844964,0.8340042,0.8348819,0.7847702,0.7831679,0.81124544,0.8354073,0.74344254,0.7634307,0.7960476,0.74719864,0.7831496,0.81474483
RC3H2,,-0.19784907,-0.098593615,-0.21277253,-0.1641724,-0.12109589,0.10435216,-0.040812295,0.017313387,0.06666022,-0.12836342,-0.083649024,-0.01614046,0.05221859,0.09243486,0.046549696,-0.19757414,-0.11294603,-0.21777534,-0.17938471,-0.1167984,0.09144449,-0.04220295,0.0163126,0.07376051,-0.14450836,-0.09453249,-0.017802238,0.06424618,0.0860672,0.049233913,0.7017815,0.67084694,0.6646537,0.682329,0.70384663,0.65259767,0.6620218,0.6632286,0.68514675,0.63169986,0.6321765,0.65274453,0.6323118,0.65208614,0.65890414
IL17RB,,-0.08024201,-0.05762716,0.061279308,0.53333294,0.561257,-9.724827e-05,0.10295981,0.565076,0.63347185,0.1042651,0.584903,0.6375096,0.4742027,0.5273208,0.009567482,-0.084664345,-0.048282146,0.02716589,0.48234415,0.563519,0.017690182,0.0673666,0.5476632,0.6331067,0.05516863,0.5474725,0.6364422,0.48152018,0.5604806,0.040986538,1.1195295,1.0314262,1.1359965,1.1565614,1.1859331,1.1276561,1.1858191,1.240862,1.2521405,1.1326711,1.1717739,1.1691918,1.244084,1.2725434,1.3010665
ANO6,,-0.16882546,-0.09573297,-0.300565,-0.3533043,-0.4675059,0.0743617,-0.15840764,-0.21131732,-0.2961847,-0.21220127,-0.26324213,-0.34594452,-0.05214347,-0.15259011,-0.101527065,-0.18518972,-0.10136223,-0.32031775,-0.3677473,-0.45117712,0.09243536,-0.16105461,-0.20167637,-0.28491402,-0.21549416,-0.2783494,-0.33411884,-0.04255438,-0.123903275,-0.102673054,0.71272945,0.6817569,0.6971265,0.73169464,0.76332116,0.7017867,0.7217036,0.75075316,0.7788953,0.6846737,0.7206026,0.7353608,0.7267806,0.76145625,0.7766769
CACNA1D,,-0.07704706,0.07106057,0.14560889,0.6252745,1.0782285,0.14785475,0.16268109,0.70972127,1.1314614,0.045199685,0.5420465,1.0161033,0.51487595,0.9362138,0.42641708,-0.1333623,0.048997402,0.08224249,0.60226107,1.0851827,0.15059805,0.14722347,0.72496367,1.1450367,0.02383995,0.5474286,1.0291934,0.5156369,0.9623146,0.43560266,0.8801591,0.79920655,0.86210006,0.9580528,1.0266485,0.90814936,0.9696981,1.0368426,1.1283915,0.8838942,0.9931895,1.0735453,1.0585992,1.1331592,1.2111304
TCF19,,0.053830646,0.13637376,0.2157059,0.5668589,0.4897205,0.061690807,0.116587706,0.48323995,0.43653482,0.055526532,0.4089841,0.36185586,0.3529128,0.29516345,-0.107493654,0.044822216,0.16165352,0.17793322,0.545135,0.50589705,0.08926439,0.08569145,0.46488,0.44824028,-0.004723549,0.37216616,0.38979626,0.36588287,0.33360386,-0.06696653,1.1856898,1.0622882,1.1958123,1.200053,1.1697805,1.179082,1.256227,1.2884079,1.2499818,1.184696,1.2037772,1.1642241,1.3067375,1.280262,1.303676
PCOLCE-AS1,,1.4315919,1.3518101,2.3300326,2.1618645,2.2857013,-0.06499795,1.0267783,0.814663,0.88182783,0.9874167,0.8466004,0.86137205,-0.15343656,-0.048255134,0.08029205,1.4519806,1.4167347,2.2993956,2.183753,2.2605162,-0.06373596,1.0010719,0.79946995,0.83048534,0.9496355,0.8593559,0.81752396,-0.14143944,-0.11056137,0.07363987,2.9026058,2.855838,2.956833,3.082886,3.0769186,2.855453,3.0326993,3.074948,3.0770757,2.9580307,3.0577211,2.9825299,3.080745,3.070598,3.1212986
THSD4,,-0.11705279,-0.002985042,0.08720266,0.5789509,0.9980602,0.13018468,0.18194441,0.6781284,1.1012506,0.07347586,0.56888837,0.9931901,0.5171782,0.9222874,0.39966428,-0.13591194,-0.018590927,0.06894207,0.5702934,1.031167,0.13599634,0.17072773,0.6879468,1.15909,0.06803274,0.5662217,1.0294256,0.51882124,0.95090914,0.45140696,0.5143745,0.5040437,0.569244,0.6243491,0.7593868,0.49720582,0.5706986,0.61158216,0.7562684,0.5633175,0.5972817,0.7459485,0.64135927,0.7889445,0.8327932
HUNK,,-0.19870153,-0.31201866,-0.41623315,-0.43713373,-0.65860367,-0.1444802,-0.27184704,-0.2692858,-0.48497772,-0.11638286,-0.11237511,-0.3079325,-0.025483076,-0.22334519,-0.21543486,-0.20535278,-0.29083824,-0.41183615,-0.44708443,-0.6756611,-0.12605047,-0.2786255,-0.29368734,-0.50179434,-0.12860441,-0.16853762,-0.3507805,-0.056244373,-0.22827578,-0.19897413,0.97406816,0.91581106,0.96295446,0.98373044,0.9265717,1.040643,1.0691439,1.0638893,1.049043,0.9985217,1.0223778,0.9728804,1.0659058,1.0163617,1.0233554
AC092279.2,,-0.5088559,0.046096195,-0.47631285,-0.33384022,-0.21523444,0.599743,-0.028853944,0.07510851,0.2796924,-0.57182854,-0.44949242,-0.32235435,0.14634985,0.20406765,0.078489594,-0.5811033,0.01895523,-0.498312,-0.45192242,-0.3052826,0.6563759,0.014145851,0.0952692,0.250638,-0.6170225,-0.548913,-0.3867054,0.11686516,0.20904064,0.040848732,2.7223995,2.5917275,2.564989,2.6066654,2.688796,2.6515076,2.6486192,2.6565816,2.7744641,2.5917826,2.528849,2.676909,2.548808,2.6291118,2.6475694
PALM3,,0.09152752,0.23009211,0.29935768,0.22179759,0.13908952,0.1302498,0.17641373,0.1197997,0.036154747,0.0502633,-0.008419162,-0.11132803,-0.07262243,-0.17178151,-0.091824524,0.09247446,0.22623539,0.29048538,0.21087933,0.122283936,0.11866474,0.1679306,0.104775906,0.02903986,0.0365839,-0.024335861,-0.11572552,-0.06764126,-0.15954256,-0.0881896,0.5321094,0.49442822,0.54676986,0.58215594,0.550311,0.552285,0.6010086,0.62053263,0.599012,0.57549316,0.6010996,0.5651192,0.6541446,0.6186613,0.6323473
PIMREG,,0.14126359,0.08159109,0.23117906,0.46257055,0.45996478,-0.053943336,0.13116081,0.2927819,0.2945005,0.120124266,0.31484136,0.27893987,0.2100616,0.18956085,-0.06264227,0.09587288,0.087188244,0.14269829,0.29829216,0.35931492,0.0023989677,0.07875919,0.22511292,0.2832365,0.033982754,0.1657877,0.18372059,0.17020893,0.16926908,-0.021109581,1.6641364,1.5180237,1.6932333,1.7542312,1.6275958,1.6136154,1.7322736,1.8276154,1.7258099,1.6548983,1.7405236,1.6162381,1.8782462,1.8164916,1.8848844
ATXN7,,-0.36869347,-0.24566586,-0.42962694,-0.22878647,-0.06909404,0.12728412,-0.11637684,0.10391759,0.2735227,-0.20902322,-0.0067622825,0.18311416,0.21316819,0.35851276,0.16252936,-0.37067556,-0.26967812,-0.4392562,-0.24156141,-0.0602417,0.11966562,-0.11256838,0.09985018,0.2742319,-0.22496414,-0.029159069,0.19510794,0.201859,0.3763795,0.18521929,1.1699654,1.1148862,1.1221924,1.1703314,1.2050546,1.1130198,1.153935,1.1616408,1.2062783,1.0921727,1.1000298,1.1490548,1.1185981,1.1692034,1.1948826
FAM133B,,-0.38367546,-0.53973466,-0.6405329,-0.2850538,0.11065391,-0.16307263,-0.2732223,0.08262558,0.46045557,-0.10422541,0.25243112,0.66487336,0.3699333,0.75628835,0.38055614,-0.37559795,-0.5376854,-0.6501126,-0.29287767,0.10096073,-0.16153908,-0.28714848,0.07766199,0.47914505,-0.11607599,0.23547125,0.6654935,0.36513567,0.7651439,0.3898754,0.57724285,0.5744555,0.60761297,0.6351975,0.65934074,0.5636529,0.6132092,0.6096916,0.6558151,0.588893,0.61080676,0.64093703,0.6324103,0.67999125,0.684982
LPAR2,,0.07812385,0.091393754,0.28196442,0.40167552,0.33684003,-0.009689812,0.18058571,0.31056586,0.26057398,0.19264002,0.32225704,0.27257493,0.11753285,0.075149246,-0.057942573,0.08559561,0.08499575,0.26560163,0.40576792,0.31771374,-0.0057177544,0.17131567,0.30013275,0.26012325,0.18827343,0.32899952,0.26633883,0.13374853,0.07580614,-0.062064648,0.62497526,0.5672552,0.6364359,0.6058967,0.62314475,0.62707746,0.67085475,0.6523733,0.6693331,0.6408611,0.63351166,0.64157516,0.6791251,0.6792739,0.6695493
